From,To
 P11207,Q96C10
 P30927,Q96C10
 Q9EMA9,Q96C10
Q96C12,Q9NZN8
 P27658,Q96C12
 Q9H0I2,Q96C12
 Q8IVS8,Q96C12
 Q13064,Q96C12
 P0CG20,Q96C12
 Q99932-2,Q96C12
 O43711,Q96C12
 Q8N6Y0,Q96C12
Q8NHQ1,Q96C24
 Q92997,Q96C24
 A0A0C3SFZ9,Q96C24
 P51116,Q96C24
 Q9NP66,Q96C24
 Q9BVG8-5,Q96C24
 P25800,Q96C24
 Q9Y250,Q96C24
 Q9H4L5,Q96C24
 P31321,Q96C24
 P51159,Q96C24
 O95716,Q96C24
 Q9HAT0,Q96C24
 Q5MJ10,Q96C24
 P61764,Q96C24
 Q86TI0,Q96C24
 O94972,Q96C24
 Q8WV44,Q96C24
 O15156,Q96C24
 Q96C00,Q96C24
 Q9UGI0,Q96C24
Q96C55,Q9BWT7
 Q08379,Q96C55
 A6NEM1,Q96C55
 P28799,Q96C55
 O60333-2,Q96C55
 Q07627,Q96C55
 P60409,Q96C55
 P60410,Q96C55
 P60411,Q96C55
 Q9BYR9,Q96C55
 Q99750,Q96C55
 Q9NRD5,Q96C55
 Q9Y3C5,Q96C55
 Q14140,Q96C55
 Q7Z699,Q96C55
 Q08117-2,Q96C55
 Q9H2G4,Q96C55
 O76024,Q96C55
 Q9NQZ6,Q96C55
 Q96PQ6,Q96C55
 Q8TF50,Q96C55
 Q9NQZ8,Q96C55
 Q9Y2P0,Q96C55
 Q96EG3,Q96C55
Q86UN6,Q96C74
 P24588,Q96C74
 O43687-2,Q96C74
 Q9BXY8,Q96C74
 Q96C74,Q96C74
 Q86UC2,Q96C74
 Q15506,Q96C74
Q96C86,Q96C86
 P52292,Q96C86
 O60684,Q96C86
Q96C92,Q9BXS5
 A0A0S2Z4M1,Q96C92
 P26196,Q96C92
 O00560,Q96C92
 P0C1Z6-2,Q96C92
Q96CA5,Q9UQB9
 Q13490,Q96CA5
 Q9Y3E2,Q96CA5
 A0A087WZT3,Q96CA5
 P55211,Q96CA5
 P26196,Q96CA5
 Q9NR28,Q96CA5
 Q9H5Z6,Q96CA5
 P52655,Q96CA5
 O43464,Q96CA5
 Q63ZY3,Q96CA5
 Q96JN0-2,Q96CA5
 P61968,Q96CA5
 Q96HA8,Q96CA5
 O43189,Q96CA5
 O15160,Q96CA5
 P0CG20,Q96CA5
 P20618,Q96CA5
 P47897,Q96CA5
 P35711-4,Q96CA5
 Q96N21,Q96CA5
 Q08117,Q96CA5
 Q08117-2,Q96CA5
 O14787-2,Q96CA5
 Q3SY00,Q96CA5
 P49638,Q96CA5
 P61086,Q96CA5
 O75604,Q96CA5
 A5D8V6,Q96CA5
 Q6GPH4,Q96CA5
Q14CZ0,Q96CB8
 Q8IZU1,Q96CB8
 Q9UHL9,Q96CB8
Q7Z6M4,Q96CB9
Q96CC6,Q9UBR4-2
Q96CD2,Q96D03
 Q6PIV2,Q96CD2
 Q93015-2,Q96CD2
 Q96HA8,Q96CD2
 Q9H8W4,Q96CD2
 Q96CD2,Q96CD2
 Q13427,Q96CD2
 O76064,Q96CD2
 Q8N9Q2,Q96CD2
 Q96PF1,Q96CD2
 Q99757,Q96CD2
 Q7KZS0,Q96CD2
 Q9UNY5,Q96CD2
Q12983,Q96CE8
 Q8N6F1-2,Q96CE8
 Q9UHP7-3,Q96CE8
 Q07325,Q96CE8
 P49447,Q96CE8
 Q8NBI2,Q96CE8
 P52803,Q96CE8
 P54852,Q96CE8
 Q92520,Q96CE8
 Q9H0Q3,Q96CE8
 Q96F15,Q96CE8
 Q9Y5U9,Q96CE8
 P05107,Q96CE8
 O43561-2,Q96CE8
 Q8TAF8,Q96CE8
 P21145,Q96CE8
 P30301,Q96CE8
 Q5J8X5,Q96CE8
 Q96HJ5,Q96CE8
 Q0D2K0,Q96CE8
 P42857,Q96CE8
 Q01453,Q96CE8
 Q9NS64,Q96CE8
 Q8N6R1,Q96CE8
 Q9BRI3,Q96CE8
 Q9NUM3,Q96CE8
 Q9BZL3,Q96CE8
 P0DN84,Q96CE8
 Q9Y6I9,Q96CE8
 A2RU14,Q96CE8
 Q9NSU2-1,Q96CE8
 A5PKU2,Q96CE8
 Q9Y385,Q96CE8
 Q9H1C4,Q96CE8
 O95183,Q96CE8
Q8WUM4,Q96CF2
 P40818,Q96CF2
Q96CG3,Q9BXS5
 Q8N4T4,Q96CG3
 O14641,Q96CG3
 O60443,Q96CG3
 Q63ZY3,Q96CG3
 Q96HA8,Q96CG3
 Q9UBU9,Q96CG3
 P54646,Q96CG3
 P57055,Q96CG3
 P32969,Q96CG3
 O00560,Q96CG3
 Q9H190,Q96CG3
 Q6ZNK6,Q96CG3
 O95379,Q96CG3
 Q12933,Q96CG3
 Q9Y4K3,Q96CG3
 Q5TAX3-1,Q96CG3
 Q99757,Q96CG3
 P70196,Q96CG3
Q8N7W2-2,Q96CJ1
 Q13490,Q96CJ1
 Q16665,Q96CJ1
 P61289,Q96CJ1
 Q15560,Q96CJ1
 P0C1Z6,Q96CJ1
 P36406,Q96CJ1
Q8TAP6,Q96CK0
 Q17RB8,Q96CK0
 Q15691,Q96CK0
 Q8WV44,Q96CK0
P01100,Q96CM3
 P50440,Q96CM3
 Q00613,Q96CM3
 Q6Q788,Q96CM8
 P02654,Q96CM8
 Q3SXY8,Q96CM8
 Q15041,Q96CM8
 Q8IYJ2-2,Q96CM8
 Q8IUN9,Q96CM8
 Q96DZ9,Q96CM8
 Q96DZ9-2,Q96CM8
 O75208,Q96CM8
 Q6ZPD8,Q96CM8
 Q8TDT2,Q96CM8
 Q5XKP0,Q96CM8
 Q8IZV5,Q96CM8
 Q6NTF9-3,Q96CM8
 Q9HC62,Q96CM8
 Q9Y371,Q96CM8
 Q96PQ1,Q96CM8
 O43761,Q96CM8
A1A5B0,Q96CN4
 Q9BXS5,Q96CN4
 Q8N715,Q96CN4
 O95995,Q96CN4
 Q5XKE5,Q96CN4
 Q8TBB1,Q96CN4
 Q6ZVK8,Q96CN4
 Q99633,Q96CN4
 Q9Y580,Q96CN4
 Q8IYX1,Q96CN4
 Q5T619,Q96CN4
P13196,Q96CN5
 Q8N998,Q96CN5
 P42858,Q96CN5
 Q9BQD3,Q96CN5
 P23508,Q96CN5
 Q9UJV3-2,Q96CN5
 Q16385-2,Q96CN5
 Q7RTT5,Q96CN5
Q96CN9,Q9NYB9
 P18848,Q96CN9
 Q13490,Q96CN9
 Q6P1W5,Q96CN9
 Q86XR8,Q96CN9
 Q86XR8-3,Q96CN9
 Q8NHQ1,Q96CN9
 Q9NRI5-2,Q96CN9
 Q96EY1-2,Q96CN9
 Q86UY5,Q96CN9
 Q9NVF7,Q96CN9
 Q6PIW4,Q96CN9
 P15407,Q96CN9
 O95995,Q96CN9
 P08151,Q96CN9
 Q08379,Q96CN9
 Q7Z353,Q96CN9
 Q8NDH6-2,Q96CN9
 Q9BW62,Q96CN9
 O60341,Q96CN9
 Q2KHM9,Q96CN9
 P33176,Q96CN9
 Q86VQ0,Q96CN9
 Q9BRK4,Q96CN9
 Q96EZ8,Q96CN9
 Q9NPJ6,Q96CN9
 P50221,Q96CN9
 Q9UJV3-2,Q96CN9
 Q15742,Q96CN9
 Q8NEY1-3,Q96CN9
 Q8NEY1-4,Q96CN9
 Q7Z6G3-2,Q96CN9
 O43482,Q96CN9
 Q9P286,Q96CN9
 Q6NYC8,Q96CN9
 Q86WC6,Q96CN9
 Q99633,Q96CN9
 Q01196-8,Q96CN9
 Q9UBB9,Q96CN9
 Q08117-2,Q96CN9
 Q05BL1,Q96CN9
 Q14134,Q96CN9
 Q86XT4,Q96CN9
 Q5TAP6,Q96CN9
 P98170,Q96CN9
 Q9NQZ6,Q96CN9
 Q8TF47,Q96CN9
 Q8N554-2,Q96CN9
Q53SE7,Q96CP6
 P21145,Q96CP6
Q13520,Q96CP7
 P25942,Q96CP7
 Q96BA8,Q96CP7
 Q15125,Q96CP7
 Q14802-3,Q96CP7
 Q8WWF3,Q96CP7
 Q9NUH8,Q96CP7
 Q96HE8,Q96CP7
Q96CS2,Q96MA6
 P53365,Q96CS2
 Q9Y5K8,Q96CS2
 P46379-2,Q96CS2
 Q13515,Q96CS2
 Q9UL45,Q96CS2
 Q96GS4,Q96CS2
 Q6ZUJ4,Q96CS2
 Q8TC20,Q96CS2
 Q8NA61,Q96CS2
 Q96JN2-2,Q96CS2
 Q2TAC2,Q96CS2
 Q8TD31-3,Q96CS2
 Q01850,Q96CS2
 Q6IPU0,Q96CS2
 Q96L14,Q96CS2
 Q9C0F1,Q96CS2
 Q53EZ4,Q96CS2
 Q8IYX8-2,Q96CS2
 Q96MT8,Q96CS2
 Q8NHQ1,Q96CS2
 Q6IAZ5,Q96CS2
 Q13561,Q96CS2
 P11532,Q96CS2
 O75190-2,Q96CS2
 Q96EV8,Q96CS2
 Q96MY7,Q96CS2
 Q9NVK5,Q96CS2
 P22607,Q96CS2
 Q08379,Q96CS2
 Q14957,Q96CS2
 P06396,Q96CS2
 Q9H6D7,Q96CS2
 Q7Z4H7,Q96CS2
 O14964,Q96CS2
 P01112,Q96CS2
 O14879,Q96CS2
 Q8IY31,Q96CS2
 Q0VD86,Q96CS2
 O60341,Q96CS2
 Q9BVG8,Q96CS2
 O14901,Q96CS2
 P04264,Q96CS2
 P19012,Q96CS2
 P05783,Q96CS2
 P08727,Q96CS2
 P12035,Q96CS2
 Q15323,Q96CS2
 O76015,Q96CS2
 Q6A162,Q96CS2
 Q9BQD3,Q96CS2
 O95751,Q96CS2
 Q96LR2,Q96CS2
 Q9Y6D9,Q96CS2
 P43360,Q96CS2
 Q9NPJ6,Q96CS2
 Q8TD10,Q96CS2
 Q5JR59,Q96CS2
 O14777,Q96CS2
 Q7Z6G3-2,Q96CS2
 Q9Y2I6,Q96CS2
 Q7Z3B4,Q96CS2
 Q9BVL2,Q96CS2
 P37198,Q96CS2
 Q96M63,Q96CS2
 Q5VU43,Q96CS2
 Q16512,Q96CS2
 Q9BUI4,Q96CS2
 Q96R06,Q96CS2
 A1L4H1,Q96CS2
 O75558,Q96CS2
 Q8N0S2,Q96CS2
 A1L190,Q96CS2
 Q15561,Q96CS2
 Q9UBB9,Q96CS2
 P0C1Z6-2,Q96CS2
 Q13077,Q96CS2
 P36406,Q96CS2
 P14373,Q96CS2
 Q9BYV2,Q96CS2
 Q86WT6,Q96CS2
 Q86WT6-2,Q96CS2
 Q99816,Q96CS2
 Q99757,Q96CS2
 Q8N6Y0,Q96CS2
 A5D8V6,Q96CS2
 Q8N1B4,Q96CS2
 Q9Y3C0,Q96CS2
Q8NBM4,Q96CS3
 P55072,Q96CS3
O14503,Q96CS7
 Q6P1W5,Q96CS7
 P34810,Q96CS7
 P32320,Q96CS7
 Q8N6F1-2,Q96CS7
 Q15038,Q96CS7
 Q96GG9,Q96CS7
 P54849,Q96CS7
 P54852,Q96CS7
 Q9Y6I3,Q96CS7
 O95208-2,Q96CS7
 Q92567-2,Q96CS7
 Q6VB84,Q96CS7
 Q9NZ52-2,Q96CS7
 P29033,Q96CS7
 Q9BZE0,Q96CS7
 Q9Y5J3,Q96CS7
 Q9NQ87,Q96CS7
 O14964,Q96CS7
 Q71SY5,Q96CS7
 Q8N3F0,Q96CS7
 Q96HA8,Q96CS7
 Q96DC9,Q96CS7
 Q86T03,Q96CS7
 P78337,Q96CS7
 Q7Z3K3,Q96CS7
 O75360,Q96CS7
 Q8TEB9,Q96CS7
 P62979,Q96CS7
 Q8WV19,Q96CS7
 P14678-2,Q96CS7
 O75886,Q96CS7
 O43759-2,Q96CS7
 Q86VP1,Q96CS7
 A5PKU2,Q96CS7
 P62987,Q96CS7
 Q9BSL1,Q96CS7
 Q5T6F2,Q96CS7
 P57075-2,Q96CS7
 P0CG47,Q96CS7
 P0CG48,Q96CS7
 Q9UHD9,Q96CS7
 Q9BZV1,Q96CS7
 Q5VVQ6,Q96CS7
 Q8N6M9,Q96CS7
Q6PCB6,Q96CV9
 P24666-2,Q96CV9
 Q9H6R3,Q96CV9
 Q8N302-2,Q96CV9
 Q12904-2,Q96CV9
 Q5TZF3-1,Q96CV9
 P08758,Q96CV9
 O00203,Q96CV9
 Q0P5N6,Q96CV9
 Q96B67,Q96CV9
 Q9Y574-2,Q96CV9
 Q6XD76,Q96CV9
 O95671,Q96CV9
 Q8WXF7,Q96CV9
 Q9BUH8,Q96CV9
 O15392,Q96CV9
 Q9NSI6-4,Q96CV9
 Q96G97-4,Q96CV9
 P78410,Q96CV9
 Q9UIR0-4,Q96CV9
 Q32M92-2,Q96CV9
 Q0P5P2,Q96CV9
 Q96LL4,Q96CV9
 A2RRN7,Q96CV9
 P07384,Q96CV9
 Q8IYE1,Q96CV9
 Q9UJX2,Q96CV9
 P49450,Q96CV9
 Q9BV73,Q96CV9
 Q9P209,Q96CV9
 P23528,Q96CV9
 Q8TBE1,Q96CV9
 P15169,Q96CV9
 Q14894,Q96CV9
 Q15038,Q96CV9
 Q9UBT3,Q96CV9
 Q86TI2-2,Q96CV9
 Q96G46,Q96CV9
 Q9Y5L3,Q96CV9
 Q6NXG1-3,Q96CV9
 Q3KNW7,Q96CV9
 P51116,Q96CV9
 Q8N1C3,Q96CV9
 Q49A26-4,Q96CV9
 O95872,Q96CV9
 Q71DI3,Q96CV9
 Q8IYU2,Q96CV9
 P61296-2,Q96CV9
 Q969S8,Q96CV9
 A0A1C3PI11,Q96CV9
 P04440,Q96CV9
 O75031,Q96CV9
 P28566,Q96CV9
 P42858,Q96CV9
 Q13123,Q96CV9
 Q96RQ9,Q96CV9
 Q02556,Q96CV9
 A1A4Y4,Q96CV9
 Q6IE81-3,Q96CV9
 Q8IV33,Q96CV9
 Q9BYQ4,Q96CV9
 Q14847-2,Q96CV9
 Q9BYZ2,Q96CV9
 Q99732,Q96CV9
 Q8N448,Q96CV9
 A2RU56,Q96CV9
 O60711,Q96CV9
 P51608,Q96CV9
 Q8TDB4,Q96CV9
 Q9UQ53,Q96CV9
 A4FUJ8,Q96CV9
 Q9BUB5,Q96CV9
 Q96EY8,Q96CV9
 Q00013,Q96CV9
 Q9UDX5,Q96CV9
 Q96EZ4,Q96CV9
 Q9Y6Q9-5,Q96CV9
 Q9Y221,Q96CV9
 Q9HBL8,Q96CV9
 P54845-1,Q96CV9
 Q8WVJ2,Q96CV9
 Q3SX64,Q96CV9
 Q8IZS5,Q96CV9
 Q96CV9,Q96CV9
 P51582,Q96CV9
 Q8IVL6-2,Q96CV9
 Q8IXS6,Q96CV9
 O95340,Q96CV9
 Q9BUH6,Q96CV9
 Q08499-8,Q96CV9
 Q13113,Q96CV9
 Q9Y5Y5,Q96CV9
 Q9NRD5,Q96CV9
 P55058-2,Q96CV9
 P78424,Q96CV9
 O60927,Q96CV9
 P07225,Q96CV9
 P35998,Q96CV9
 Q96PU8,Q96CV9
 P61026,Q96CV9
 P61006,Q96CV9
 P52306-4,Q96CV9
 Q13702-2,Q96CV9
 P10276-2,Q96CV9
 P50749,Q96CV9
 Q9NTZ6,Q96CV9
 Q86VR2,Q96CV9
 Q6ZNA4-2,Q96CV9
 Q9ULX5,Q96CV9
 Q9NWF9,Q96CV9
 Q9BWG1,Q96CV9
 Q99942,Q96CV9
 Q9BUL9,Q96CV9
 P23297,Q96CV9
 O00560,Q96CV9
 Q2NKQ1-4,Q96CV9
 Q96QE2,Q96CV9
 Q9NY26,Q96CV9
 Q15797,Q96CV9
 Q96GM5,Q96CV9
 Q53HV7-2,Q96CV9
 Q13573,Q96CV9
 Q496A3,Q96CV9
 Q9NRA0,Q96CV9
 Q13501,Q96CV9
 Q92185,Q96CV9
 Q13586,Q96CV9
 Q9P2R7,Q96CV9
 Q8N205-2,Q96CV9
 P26639,Q96CV9
 Q8TC07,Q96CV9
 Q9HA65,Q96CV9
 Q9UHD2,Q96CV9
 P28347-2,Q96CV9
 P54274-2,Q96CV9
 Q6YHU6,Q96CV9
 Q8TBB0,Q96CV9
 P52888,Q96CV9
 Q15025,Q96CV9
 I6L9D0,Q96CV9
 Q5VYS8-5,Q96CV9
 P49459,Q96CV9
 O75604,Q96CV9
 P18206-2,Q96CV9
 O15195-2,Q96CV9
 Q9Y3C0,Q96CV9
 Q8IZQ1-2,Q96CV9
 Q6ZS81-2,Q96CV9
 O43829,Q96CV9
 P10074,Q96CV9
 Q8N5A5-2,Q96CV9
 Q96EF9,Q96CV9
 P17029,Q96CV9
 Q96NC0,Q96CV9
 Q5VZL5-4,Q96CV9
 P17021,Q96CV9
 Q9Y2X9,Q96CV9
 Q9NR11-2,Q96CV9
 Q86UD4,Q96CV9
 Q8TD17,Q96CV9
 Q96HQ0,Q96CV9
 Q9BUY5,Q96CV9
 Q8N0Y2-2,Q96CV9
 Q9NWS9-2,Q96CV9
 Q96MN9-2,Q96CV9
 Q96LX8,Q96CV9
 Q9BS34,Q96CV9
 Q9C0D3,Q96CV9
 Q8N1Y9,Q96CV9
 Q29122,Q96CV9
 PRO_0000045599 [Q99IB8],Q96CV9
 Q92870-2,Q96CV9
 P50570-2,Q96CV9
 Q8TB36,Q96CV9
 P49821,Q96CV9
 O14656-2,Q96CV9
 O76024,Q96CV9
 Q8IUH5,Q96CV9
Q96CW1,Q9BYF1
 P63010,Q96CW1
 Q7Z3C6,Q96CW1
 P0DPH9,Q96CW1
 Q96JC9,Q96CW1
 P00533,Q96CW1
 Q8N9N8,Q96CW1
 Q86YD7,Q96CW1
 P51114,Q96CW1
 Q99880,Q96CW1
 Q16778,Q96CW1
 P62807,Q96CW1
 Q96MH2,Q96CW1
 Q1ED39,Q96CW1
 Q8N8X9,Q96CW1
 P55081,Q96CW1
 Q9BU76,Q96CW1
 Q00013,Q96CW1
 Q8N3F0,Q96CW1
 Q9BSU3,Q96CW1
 Q6ZUT1,Q96CW1
 Q99633,Q96CW1
 Q8NAV1,Q96CW1
 Q9NZ81,Q96CW1
 Q03393,Q96CW1
 P35268,Q96CW1
 Q9UHP6,Q96CW1
 Q92609,Q96CW1
 Q96EY4,Q96CW1
 Q68CQ4,Q96CW1
 Q9P0T4,Q96CW1
 PRO_0000037566 [P27958],Q96CW1
Q96CW9,Q9HBW1
 Q9HCJ2,Q96CW9
 Q96HD9,Q96D03
 Q63HM1,Q96D03
 Q96BJ3,Q96D03
 P31749,Q96D03
 Q9NR81,Q96D03
 Q7Z6K5,Q96D03
 O14525-2,Q96D03
 O95429,Q96D03
 Q9H503-2,Q96D03
 Q9BZR8,Q96D03
 P55957,Q96D03
 Q9NWQ9,Q96D03
 Q96B23,Q96D03
 Q9UFG5,Q96D03
 Q49AR2,Q96D03
 Q9NP86,Q96D03
 Q13137,Q96D03
 Q9H257-2,Q96D03
 Q7Z7H3,Q96D03
 P51946,Q96D03
 O75909-2,Q96D03
 P32320,Q96D03
 O75419,Q96D03
 P55273,Q96D03
 Q6NVV7,Q96D03
 Q96LK0,Q96D03
 Q9HD42,Q96D03
 O95833,Q96D03
 P49760,Q96D03
 P49761,Q96D03
 Q9UBL6-2,Q96D03
 Q10570,Q96D03
 Q8IUI8,Q96D03
 P53674,Q96D03
 P41240,Q96D03
 P78358,Q96D03
 Q9UI47-2,Q96D03
 P07108-2,Q96D03
 Q9H773,Q96D03
 Q05D60,Q96D03
 O43598,Q96D03
 Q8TEW6,Q96D03
 Q9BVJ7,Q96D03
 Q68J44,Q96D03
 Q14240-2,Q96D03
 P38919,Q96D03
 Q13541,Q96D03
 Q15056-2,Q96D03
 Q9Y6C2-2,Q96D03
 Q32P44,Q96D03
 O15197-2,Q96D03
 Q9Y3B2,Q96D03
 Q9NQT4,Q96D03
 Q96B26,Q96D03
 Q6NZ36-4,Q96D03
 Q13158,Q96D03
 P49789,Q96D03
 Q14192,Q96D03
 O75344,Q96D03
 P21333-2,Q96D03
 O95257,Q96D03
 Q8WXD5,Q96D03
 O43681,Q96D03
 Q92917,Q96D03
 P62993,Q96D03
 Q6ZYL4,Q96D03
 Q969Y2,Q96D03
 P43080,Q96D03
 Q8WUI4-6,Q96D03
 Q9NP66,Q96D03
 Q9UBY9,Q96D03
 Q9UBH0,Q96D03
 P20839-3,Q96D03
 Q63ZY3,Q96D03
 Q7L273,Q96D03
 Q8N371-3,Q96D03
 O76011,Q96D03
 Q6L8G9,Q96D03
 Q96BZ8,Q96D03
 Q8TCE9,Q96D03
 P47929,Q96D03
 Q3ZCW2,Q96D03
 P25800,Q96D03
 Q96KN1,Q96D03
 P62310,Q96D03
 Q9Y4Y9,Q96D03
 Q9UK45,Q96D03
 O15479,Q96D03
 P57077-4,Q96D03
 Q15555,Q96D03
 Q9UPY8,Q96D03
 Q9Y316,Q96D03
 Q9BRT3,Q96D03
 Q13064,Q96D03
 Q9UH92-3,Q96D03
 Q9UBU8-2,Q96D03
 Q15014,Q96D03
 Q8N339,Q96D03
 Q969H8,Q96D03
 Q9HB07,Q96D03
 P60660,Q96D03
 Q8WY64,Q96D03
 P41227,Q96D03
 Q8NEY1-3,Q96D03
 Q9GZM8,Q96D03
 Q9ULP0-2,Q96D03
 Q9HC98-4,Q96D03
 Q8TDX7,Q96D03
 Q9NPG2,Q96D03
 P0CG21,Q96D03
 Q9BZQ8,Q96D03
 Q9Y5B8,Q96D03
 P16083,Q96D03
 Q86WQ0,Q96D03
 Q96G61,Q96D03
 P50583,Q96D03
 Q9BRQ3,Q96D03
 O95989,Q96D03
 Q9NPJ8-3,Q96D03
 P07237,Q96D03
 Q6TGC4,Q96D03
 Q9HBI0,Q96D03
 Q96KB5,Q96D03
 P57721-2,Q96D03
 Q08493-2,Q96D03
 P16118,Q96D03
 Q99697-2,Q96D03
 Q9Y263,Q96D03
 Q9NRQ2,Q96D03
 Q8IYS1,Q96D03
 Q15126,Q96D03
 P28069,Q96D03
 Q96CD2,Q96D03
 Q9Y3C6,Q96D03
 Q86WC6,Q96D03
 O43741,Q96D03
 Q99633,Q96D03
 O75400-2,Q96D03
 P60891,Q96D03
 P25786,Q96D03
 P28065,Q96D03
 Q03393,Q96D03
 Q9UHX1-2,Q96D03
 Q13637,Q96D03
 P40937,Q96D03
 O75679,Q96D03
 O76064,Q96D03
 P49247,Q96D03
 P35268,Q96D03
 Q9NQG5,Q96D03
 Q9UIL1-3,Q96D03
 Q12765-2,Q96D03
 P55735-3,Q96D03
 Q96IW7,Q96D03
 Q8WYJ6,Q96D03
 Q9UH03,Q96D03
 Q99719,Q96D03
 O60880,Q96D03
 O14796,Q96D03
 Q9H299,Q96D03
 P09012,Q96D03
 P62308,Q96D03
 Q92673,Q96D03
 Q8N9Q2,Q96D03
 Q96MF2,Q96D03
 O75716,Q96D03
 Q13043-2,Q96D03
 O00204,Q96D03
 P51687,Q96D03
 Q9BW92,Q96D03
 Q9NU19,Q96D03
 Q9Y242,Q96D03
 P56279,Q96D03
 Q9NUJ3,Q96D03
 Q8WW24,Q96D03
 Q8IWB6,Q96D03
 A0A024R4Q5,Q96D03
 Q9H0E2,Q96D03
 Q86WT6-2,Q96D03
 Q86UV6-2,Q96D03
 Q8WW01,Q96D03
 Q96PN8,Q96D03
 Q8N0Z6,Q96D03
 P10599,Q96D03
 P83876,Q96D03
 Q6IPR3,Q96D03
 P57075-2,Q96D03
 P63146,Q96D03
 P0CB47,Q96D03
 P61758,Q96D03
 Q3SXR9,Q96D03
 Q14119,Q96D03
 Q9P202,Q96D03
 Q9NQW7-3,Q96D03
 P07947,Q96D03
 Q5VVQ6,Q96D03
 P62699,Q96D03
 Q8IZ13,Q96D03
 Q15915,Q96D03
 Q86VK4-3,Q96D03
 O00488,Q96D03
 P36508,Q96D03
 Q7L2R6-2,Q96D03
 Q3MJ62,Q96D03
Q8N205,Q96D05
 Q13323,Q96D05
 P62952,Q96D05
 Q12983,Q96D05
 P11912,Q96D05
 Q99675,Q96D05
 Q8N5K1,Q96D05
 Q8NBQ5,Q96D05
 Q8N6L0,Q96D05
 Q9UJG1,Q96D05
 Q9H6H4,Q96D05
 Q96GF1,Q96D05
 Q99942,Q96D05
 Q9NY72,Q96D05
 Q14973,Q96D05
 P30825,Q96D05
 Q92537,Q96D05
 Q8WY98,Q96D05
 Q9Y320,Q96D05
 P34981,Q96D05
 Q96MV8,Q96D05
Q969G5,Q96D09
 Q9HC52,Q96D09
 Q8IYE0,Q96D09
 Q8IYR0,Q96D09
 Q8N7B9-2,Q96D09
 A0A0S2Z6B0,Q96D09
 Q9H5Z6-2,Q96D09
 O94868-3,Q96D09
 Q9NU39,Q96D09
 Q8TAE8,Q96D09
 Q5SUL5,Q96D09
 P42858,Q96D09
 Q8TAP4-4,Q96D09
 Q8NHZ7,Q96D09
 Q8WWB5,Q96D09
 Q5JTB6,Q96D09
 O43395,Q96D09
 Q9UJ41-4,Q96D09
 Q96EN9,Q96D09
 Q8TCX5,Q96D09
 O76064,Q96D09
 Q86UD0,Q96D09
 Q15047-2,Q96D09
 Q9BYH1-5,Q96D09
 Q9H788,Q96D09
 Q8WXA9,Q96D09
 Q969Z0,Q96D09
 Q9BQ70,Q96D09
 Q5W5X9-3,Q96D09
 Q99757,Q96D09
 A0A024R8A9,Q96D09
 P61981,Q96D09
 Q53FD0-2,Q96D09
 Q68DK2-5,Q96D09
 A0A0S2Z5X4,Q96D09
 Q5W150,Q96D09
Q8IW40,Q96D15
 A0A024R8L2,Q96D15
 O95983,Q96D15
 O95983-2,Q96D15
 P41227,Q96D15
 Q8N7B6,Q96D15
 Q9UMX1,Q96D15
 Q8TAU3,Q96D15
 Q9BSW2,Q96D31
 Q8N7U6,Q96D31
 Q96D31,Q96D31
 Q9BRQ5,Q96D31
 Q13586,Q96D31
 P48995,Q96D31
 Q13507,Q96D31
 P62161,Q96D31
 Q61143,Q96D31
P0DTC2,Q96D42
P01023,Q96D59
 Q92870-2,Q96D59
 P54253,Q96D59
 P09172,Q96D59
 Q14203-5,Q96D59
 P50570-2,Q96D59
 Q01658,Q96D59
 Q13216-2,Q96D59
 Q969F0,Q96D59
 Q16595,Q96D59
 Q53GS7,Q96D59
 Q9HD26,Q96D59
 Q9HD26-2,Q96D59
 Q00403,Q96D59
 Q9Y5Q9,Q96D59
 P07686,Q96D59
 P28358,Q96D59
 P04792,Q96D59
 O43464,Q96D59
 P42858,Q96D59
 O60333-2,Q96D59
 Q99732,Q96D59
 P51608,Q96D59
 P19404,Q96D59
 P35240-4,Q96D59
 P29474,Q96D59
 D3DTS7,Q96D59
 O60260-5,Q96D59
 P41219,Q96D59
 P60891,Q96D59
 Q9Y3C5,Q96D59
 P37840,Q96D59
 Q7Z699,Q96D59
 Q13148,Q96D59
 O14907,Q96D59
 O14773,Q96D59
 Q86WV8,Q96D59
 P02766,Q96D59
 P61086,Q96D59
 Q96FI0,Q96D59
 O76024,Q96D59
 Q9P1N4,Q96D59
P49757,Q96D71
 Q15311,Q96D71
 Q9QZS3-1,Q96D71
 Q9QZS3-2,Q96D71
 Q9UL33,Q96D71
Q96D96,Q96D96
 Q92876,Q96D96
P15289,Q96D98
 Q9UI47-2,Q96D98
 Q8N6I1,Q96D98
 Q96D98,Q96D98
 Q13547,Q96D98
 Q9HCI5,Q96D98
 Q7Z3K3,Q96D98
Q08379,Q96DA2
 Q96T51,Q96DA2
 O14972,Q96DA2
 Q8IUH5,Q96DA2
Q8IXM6,Q96DB2
Q96B67,Q96DC9
 P54252,Q96DC9
 Q9H305,Q96DC9
 Q16630,Q96DC9
 Q15038,Q96DC9
 Q92567,Q96DC9
 Q92567-2,Q96DC9
 Q9BRK4,Q96DC9
 O15344,Q96DC9
 Q9UJV3-2,Q96DC9
 Q9UHC7,Q96DC9
 Q53GA4,Q96DC9
 Q96CS7,Q96DC9
 Q969W9-2,Q96DC9
 Q04864,Q96DC9
 Q04864-2,Q96DC9
 Q8IUQ4,Q96DC9
